m,country,years,age,survivors
UZB,Uzbekistan,2005-2010,45.0,89963.42
UZB,Uzbekistan,2005-2010,50.0,88045.34
UZB,Uzbekistan,2005-2010,55.0,85249.54
UZB,Uzbekistan,2005-2010,60.0,81023.36
UZB,Uzbekistan,2005-2010,65.0,74721.3
UZB,Uzbekistan,2005-2010,70.0,65800.11
UZB,Uzbekistan,2005-2010,75.0,54016.91
UZB,Uzbekistan,2005-2010,80.0,39855.71
UZB,Uzbekistan,2005-2010,85.0,25093.63
JOR,Jordan,2005-2010,0.0,100000.0
JOR,Jordan,2005-2010,1.0,98277.9
JOR,Jordan,2005-2010,5.0,97859.0
JOR,Jordan,2005-2010,10.0,97691.94
JOR,Jordan,2005-2010,15.0,97554.95
JOR,Jordan,2005-2010,20.0,97329.65
JOR,Jordan,2005-2010,25.0,97010.76
JOR,Jordan,2005-2010,30.0,96618.08
JOR,Jordan,2005-2010,35.0,96130.4
JOR,Jordan,2005-2010,40.0,95476.36
JOR,Jordan,2005-2010,45.0,94536.07
JOR,Jordan,2005-2010,50.0,93078.73
JOR,Jordan,2005-2010,55.0,90890.12
JOR,Jordan,2005-2010,60.0,87589.1
JOR,Jordan,2005-2010,65.0,82514.54
JOR,Jordan,2005-2010,70.0,74377.03
JOR,Jordan,2005-2010,75.0,61930.84
JOR,Jordan,2005-2010,80.0,44878.19
JOR,Jordan,2005-2010,85.0,25423.76
BHR,Bahrain,2005-2010,0.0,100000.0
BHR,Bahrain,2005-2010,1.0,99257.45
BHR,Bahrain,2005-2010,5.0,98997.82
BHR,Bahrain,2005-2010,10.0,98901.84
BHR,Bahrain,2005-2010,15.0,98846.47
BHR,Bahrain,2005-2010,20.0,98708.17
BHR,Bahrain,2005-2010,25.0,98531.15
BHR,Bahrain,2005-2010,30.0,98345.59
BHR,Bahrain,2005-2010,35.0,98116.2
BHR,Bahrain,2005-2010,40.0,97787.54
BHR,Bahrain,2005-2010,45.0,97296.33
BHR,Bahrain,2005-2010,50.0,96567.67
BHR,Bahrain,2005-2010,55.0,95296.07
BHR,Bahrain,2005-2010,60.0,92339.54
BHR,Bahrain,2005-2010,65.0,87106.47
BHR,Bahrain,2005-2010,70.0,77720.82
BHR,Bahrain,2005-2010,75.0,63699.9
BHR,Bahrain,2005-2010,80.0,45211.0
BHR,Bahrain,2005-2010,85.0,25790.24
MYS,Malaysia,2005-2010,0.0,100000.0
MYS,Malaysia,2005-2010,1.0,99572.0
MYS,Malaysia,2005-2010,5.0,99451.0
MYS,Malaysia,2005-2010,10.0,99360.0
MYS,Malaysia,2005-2010,15.0,99250.0
MYS,Malaysia,2005-2010,20.0,99067.0
MYS,Malaysia,2005-2010,25.0,98847.0
MYS,Malaysia,2005-2010,30.0,98585.0
MYS,Malaysia,2005-2010,35.0,98244.0
MYS,Malaysia,2005-2010,40.0,97743.0
MYS,Malaysia,2005-2010,45.0,96976.0
MYS,Malaysia,2005-2010,50.0,95695.0
MYS,Malaysia,2005-2010,55.0,93651.0
MYS,Malaysia,2005-2010,60.0,90436.0
MYS,Malaysia,2005-2010,65.0,85183.0
MYS,Malaysia,2005-2010,70.0,77155.0
MYS,Malaysia,2005-2010,75.0,64359.0
MYS,Malaysia,2005-2010,80.0,46185.89
MYS,Malaysia,2005-2010,85.0,25847.01
AZE,Azerbaijan,2005-2010,0.0,100000.0
AZE,Azerbaijan,2005-2010,1.0,96023.54
AZE,Azerbaijan,2005-2010,5.0,95325.12
AZE,Azerbaijan,2005-2010,10.0,95166.07
AZE,Azerbaijan,2005-2010,15.0,95029.76
AZE,Azerbaijan,2005-2010,20.0,94866.77
AZE,Azerbaijan,2005-2010,25.0,94634.0
AZE,Azerbaijan,2005-2010,30.0,94338.57
AZE,Azerbaijan,2005-2010,35.0,94011.49
AZE,Azerbaijan,2005-2010,40.0,93527.63
AZE,Azerbaijan,2005-2010,45.0,92841.12
AZE,Azerbaijan,2005-2010,50.0,91684.8
AZE,Azerbaijan,2005-2010,55.0,89740.41
AZE,Azerbaijan,2005-2010,60.0,86300.85
AZE,Azerbaijan,2005-2010,65.0,80996.76
AZE,Azerbaijan,2005-2010,70.0,72383.09
AZE,Azerbaijan,2005-2010,75.0,59212.17
AZE,Azerbaijan,2005-2010,80.0,43197.04
AZE,Azerbaijan,2005-2010,85.0,25962.27
SUR,Suriname,2005-2010,0.0,100000.0
SUR,Suriname,2005-2010,1.0,98122.04
SUR,Suriname,2005-2010,5.0,97494.56
SUR,Suriname,2005-2010,10.0,97164.25
SUR,Suriname,2005-2010,15.0,97004.72
SUR,Suriname,2005-2010,20.0,96748.51
SUR,Suriname,2005-2010,25.0,96248.95
SUR,Suriname,2005-2010,30.0,95507.32
SUR,Suriname,2005-2010,35.0,94628.17
SUR,Suriname,2005-2010,40.0,93622.19
SUR,Suriname,2005-2010,45.0,92331.73
SUR,Suriname,2005-2010,50.0,90538.7
SUR,Suriname,2005-2010,55.0,87914.63
SUR,Suriname,2005-2010,60.0,83904.46
SUR,Suriname,2005-2010,65.0,77815.75
SUR,Suriname,2005-2010,70.0,68959.9
SUR,Suriname,2005-2010,75.0,56910.65
SUR,Suriname,2005-2010,80.0,42014.9
SUR,Suriname,2005-2010,85.0,26179.29
TTO,Trinidad and Tobago,2005-2010,0.0,100000.0
TTO,Trinidad and Tobago,2005-2010,1.0,97632.0
TTO,Trinidad and Tobago,2005-2010,5.0,97051.8
TTO,Trinidad and Tobago,2005-2010,10.0,96801.2
TTO,Trinidad and Tobago,2005-2010,15.0,96659.66
TTO,Trinidad and Tobago,2005-2010,20.0,96402.6
TTO,Trinidad and Tobago,2005-2010,25.0,96007.2
TTO,Trinidad and Tobago,2005-2010,30.0,95441.85
TTO,Trinidad and Tobago,2005-2010,35.0,94691.87
TTO,Trinidad and Tobago,2005-2010,40.0,93752.49
TTO,Trinidad and Tobago,2005-2010,45.0,92478.78
TTO,Trinidad and Tobago,2005-2010,50.0,90625.08
TTO,Trinidad and Tobago,2005-2010,55.0,87876.93
TTO,Trinidad and Tobago,2005-2010,60.0,83633.27
TTO,Trinidad and Tobago,2005-2010,65.0,77317.74
TTO,Trinidad and Tobago,2005-2010,70.0,68520.92
TTO,Trinidad and Tobago,2005-2010,75.0,56617.35
TTO,Trinidad and Tobago,2005-2010,80.0,41896.28
TTO,Trinidad and Tobago,2005-2010,85.0,26215.33
TJK,Tajikistan,2005-2010,0.0,100000.0
TJK,Tajikistan,2005-2010,1.0,94483.0
TJK,Tajikistan,2005-2010,5.0,92913.0
TJK,Tajikistan,2005-2010,10.0,92255.65
TJK,Tajikistan,2005-2010,15.0,92003.39
TJK,Tajikistan,2005-2010,20.0,91771.62
TJK,Tajikistan,2005-2010,25.0,91374.05
TJK,Tajikistan,2005-2010,30.0,90846.04
TJK,Tajikistan,2005-2010,35.0,90166.52
TJK,Tajikistan,2005-2010,40.0,89220.61
TJK,Tajikistan,2005-2010,45.0,87888.62
TJK,Tajikistan,2005-2010,50.0,86035.96
TJK,Tajikistan,2005-2010,55.0,83427.24
TJK,Tajikistan,2005-2010,60.0,79623.01
TJK,Tajikistan,2005-2010,65.0,73987.1
TJK,Tajikistan,2005-2010,70.0,65851.58
TJK,Tajikistan,2005-2010,75.0,54862.54
TJK,Tajikistan,2005-2010,80.0,41300.07
TJK,Tajikistan,2005-2010,85.0,26691.79
SRB,Serbia,2005-2010,0.0,100000.0
SRB,Serbia,2005-2010,1.0,98936.8
SRB,Serbia,2005-2010,5.0,98731.59
SRB,Serbia,2005-2010,10.0,98667.8
SRB,Serbia,2005-2010,15.0,98603.24
SRB,Serbia,2005-2010,20.0,98490.11
SRB,Serbia,2005-2010,25.0,98336.62
SRB,Serbia,2005-2010,30.0,98140.64
SRB,Serbia,2005-2010,35.0,97864.35
SRB,Serbia,2005-2010,40.0,97421.82
SRB,Serbia,2005-2010,45.0,96630.87
SRB,Serbia,2005-2010,50.0,95245.47
SRB,Serbia,2005-2010,55.0,93021.99
SRB,Serbia,2005-2010,60.0,89603.82
SRB,Serbia,2005-2010,65.0,84530.4
SRB,Serbia,2005-2010,70.0,76502.29
SRB,Serbia,2005-2010,75.0,63879.49
SRB,Serbia,2005-2010,80.0,46707.45
SRB,Serbia,2005-2010,85.0,26907.22
MKD,"Macedonia, FYR",2005-2010,0.0,100000.0
MKD,"Macedonia, FYR",2005-2010,1.0,98943.0
MKD,"Macedonia, FYR",2005-2010,5.0,98890.2
MKD,"Macedonia, FYR",2005-2010,10.0,98868.36
MKD,"Macedonia, FYR",2005-2010,15.0,98802.96
MKD,"Macedonia, FYR",2005-2010,20.0,98693.57
MKD,"Macedonia, FYR",2005-2010,25.0,98556.5
MKD,"Macedonia, FYR",2005-2010,30.0,98410.19
MKD,"Macedonia, FYR",2005-2010,35.0,98194.41
MKD,"Macedonia, FYR",2005-2010,40.0,97817.66
MKD,"Macedonia, FYR",2005-2010,45.0,97183.76
MKD,"Macedonia, FYR",2005-2010,50.0,96064.74
MKD,"Macedonia, FYR",2005-2010,55.0,94115.67
MKD,"Macedonia, FYR",2005-2010,60.0,91089.08
MKD,"Macedonia, FYR",2005-2010,65.0,86366.46
MKD,"Macedonia, FYR",2005-2010,70.0,78457.19
MKD,"Macedonia, FYR",2005-2010,75.0,65402.92
MKD,"Macedonia, FYR",2005-2010,80.0,46402.5
MKD,"Macedonia, FYR",2005-2010,85.0,26962.26
VCT,St. Vincent and the Grenadines,2005-2010,0.0,100000.0
VCT,St. Vincent and the Grenadines,2005-2010,1.0,98469.1
VCT,St. Vincent and the Grenadines,2005-2010,5.0,98094.07
VCT,St. Vincent and the Grenadines,2005-2010,10.0,97905.74
VCT,St. Vincent and the Grenadines,2005-2010,15.0,97740.12
VCT,St. Vincent and the Grenadines,2005-2010,20.0,97478.46
VCT,St. Vincent and the Grenadines,2005-2010,25.0,97124.95
VCT,St. Vincent and the Grenadines,2005-2010,30.0,96659.2
VCT,St. Vincent and the Grenadines,2005-2010,35.0,95920.85
VCT,St. Vincent and the Grenadines,2005-2010,40.0,94678.27
VCT,St. Vincent and the Grenadines,2005-2010,45.0,92907.17
VCT,St. Vincent and the Grenadines,2005-2010,50.0,90619.9
VCT,St. Vincent and the Grenadines,2005-2010,55.0,87769.11
VCT,St. Vincent and the Grenadines,2005-2010,60.0,83982.29
VCT,St. Vincent and the Grenadines,2005-2010,65.0,78379.92
VCT,St. Vincent and the Grenadines,2005-2010,70.0,70105.71
VCT,St. Vincent and the Grenadines,2005-2010,75.0,58488.92
VCT,St. Vincent and the Grenadines,2005-2010,80.0,43920.37
VCT,St. Vincent and the Grenadines,2005-2010,85.0,28083.98
MNE,Montenegro,2005-2010,0.0,100000.0
MNE,Montenegro,2005-2010,1.0,99006.23
MNE,Montenegro,2005-2010,5.0,98922.4
MNE,Montenegro,2005-2010,10.0,98853.42
MNE,Montenegro,2005-2010,15.0,98764.11
MNE,Montenegro,2005-2010,20.0,98612.8
MNE,Montenegro,2005-2010,25.0,98433.46
MNE,Montenegro,2005-2010,30.0,98236.27
MNE,Montenegro,2005-2010,35.0,97942.15
MNE,Montenegro,2005-2010,40.0,97416.94
MNE,Montenegro,2005-2010,45.0,96516.7
MNE,Montenegro,2005-2010,50.0,95121.44
MNE,Montenegro,2005-2010,55.0,92913.29
MNE,Montenegro,2005-2010,60.0,89587.83
MNE,Montenegro,2005-2010,65.0,84699.78
MNE,Montenegro,2005-2010,70.0,76842.9
MNE,Montenegro,2005-2010,75.0,65303.33
MNE,Montenegro,2005-2010,80.0,48523.16
MNE,Montenegro,2005-2010,85.0,28311.64
MDV,Maldives,2005-2010,0.0,100000.0
MDV,Maldives,2005-2010,1.0,98611.54
MDV,Maldives,2005-2010,5.0,98284.43
MDV,Maldives,2005-2010,10.0,98102.77
MDV,Maldives,2005-2010,15.0,97954.26
MDV,Maldives,2005-2010,20.0,97834.83
MDV,Maldives,2005-2010,25.0,97682.81
MDV,Maldives,2005-2010,30.0,97564.2
MDV,Maldives,2005-2010,35.0,97310.84
MDV,Maldives,2005-2010,40.0,97075.62
MDV,Maldives,2005-2010,45.0,96588.89
MDV,Maldives,2005-2010,50.0,95644.57
MDV,Maldives,2005-2010,55.0,94044.81
MDV,Maldives,2005-2010,60.0,91423.88
MDV,Maldives,2005-2010,65.0,86470.12
MDV,Maldives,2005-2010,70.0,78223.38
MDV,Maldives,2005-2010,75.0,65647.68
MDV,Maldives,2005-2010,80.0,46429.8
MDV,Maldives,2005-2010,85.0,28440.36
BGR,Bulgaria,2005-2010,0.0,100000.0
BGR,Bulgaria,2005-2010,1.0,99101.16
BGR,Bulgaria,2005-2010,5.0,98923.36
BGR,Bulgaria,2005-2010,10.0,98802.38
BGR,Bulgaria,2005-2010,15.0,98686.95
BGR,Bulgaria,2005-2010,20.0,98519.24
BGR,Bulgaria,2005-2010,25.0,98326.51
BGR,Bulgaria,2005-2010,30.0,98095.73
BGR,Bulgaria,2005-2010,35.0,97758.88
BGR,Bulgaria,2005-2010,40.0,97220.91
BGR,Bulgaria,2005-2010,45.0,96374.94
BGR,Bulgaria,2005-2010,50.0,94975.02
BGR,Bulgaria,2005-2010,55.0,92873.36
BGR,Bulgaria,2005-2010,60.0,89816.11
BGR,Bulgaria,2005-2010,65.0,85280.99
BGR,Bulgaria,2005-2010,70.0,78262.08
BGR,Bulgaria,2005-2010,75.0,66881.51
BGR,Bulgaria,2005-2010,80.0,49789.29
BGR,Bulgaria,2005-2010,85.0,28712.96
SAU,Saudi Arabia,2005-2010,0.0,100000.0
SAU,Saudi Arabia,2005-2010,1.0,98696.27
SAU,Saudi Arabia,2005-2010,5.0,98554.67
SAU,Saudi Arabia,2005-2010,10.0,98294.34
SAU,Saudi Arabia,2005-2010,15.0,98098.92
SAU,Saudi Arabia,2005-2010,20.0,97894.6
SAU,Saudi Arabia,2005-2010,25.0,97650.17
SAU,Saudi Arabia,2005-2010,30.0,97439.47
SAU,Saudi Arabia,2005-2010,35.0,97183.52
SAU,Saudi Arabia,2005-2010,40.0,96780.49
SAU,Saudi Arabia,2005-2010,45.0,96085.52
SAU,Saudi Arabia,2005-2010,50.0,95176.2
SAU,Saudi Arabia,2005-2010,55.0,93359.14
SAU,Saudi Arabia,2005-2010,60.0,90873.54
SAU,Saudi Arabia,2005-2010,65.0,85483.72
SAU,Saudi Arabia,2005-2010,70.0,78064.52
SAU,Saudi Arabia,2005-2010,75.0,64397.89
SAU,Saudi Arabia,2005-2010,80.0,48275.84
SAU,Saudi Arabia,2005-2010,85.0,28792.72
ARE,United Arab Emirates,2005-2010,0.0,100000.0
ARE,United Arab Emirates,2005-2010,1.0,99390.98
ARE,United Arab Emirates,2005-2010,5.0,99272.19
ARE,United Arab Emirates,2005-2010,10.0,99182.39
ARE,United Arab Emirates,2005-2010,15.0,99109.02
ARE,United Arab Emirates,2005-2010,20.0,98951.06
ARE,United Arab Emirates,2005-2010,25.0,98808.18
ARE,United Arab Emirates,2005-2010,30.0,98667.48
ARE,United Arab Emirates,2005-2010,35.0,98504.81
ARE,United Arab Emirates,2005-2010,40.0,98307.98
ARE,United Arab Emirates,2005-2010,45.0,97933.57
ARE,United Arab Emirates,2005-2010,50.0,97113.0
ARE,United Arab Emirates,2005-2010,55.0,95637.26
ARE,United Arab Emirates,2005-2010,60.0,92708.69
ARE,United Arab Emirates,2005-2010,65.0,84868.13
ARE,United Arab Emirates,2005-2010,70.0,75997.06
ARE,United Arab Emirates,2005-2010,75.0,63304.68
ARE,United Arab Emirates,2005-2010,80.0,46919.04
ARE,United Arab Emirates,2005-2010,85.0,28930.41
LKA,Sri Lanka,2005-2010,0.0,100000.0
LKA,Sri Lanka,2005-2010,1.0,99049.85
LKA,Sri Lanka,2005-2010,5.0,98804.47
LKA,Sri Lanka,2005-2010,10.0,98601.63
LKA,Sri Lanka,2005-2010,15.0,98417.42
LKA,Sri Lanka,2005-2010,20.0,98140.75
LKA,Sri Lanka,2005-2010,25.0,97832.57
LKA,Sri Lanka,2005-2010,30.0,97448.34
LKA,Sri Lanka,2005-2010,35.0,97060.76
LKA,Sri Lanka,2005-2010,40.0,96573.72
LKA,Sri Lanka,2005-2010,45.0,95926.77
LKA,Sri Lanka,2005-2010,50.0,94828.48
LKA,Sri Lanka,2005-2010,55.0,93165.9
LKA,Sri Lanka,2005-2010,60.0,90294.48
LKA,Sri Lanka,2005-2010,65.0,85546.04
LKA,Sri Lanka,2005-2010,70.0,78538.9
LKA,Sri Lanka,2005-2010,75.0,66641.08
LKA,Sri Lanka,2005-2010,80.0,50782.68
LKA,Sri Lanka,2005-2010,85.0,29437.11
TON,Tonga,2005-2010,0.0,100000.0
TON,Tonga,2005-2010,1.0,97775.84
TON,Tonga,2005-2010,5.0,97347.67
TON,Tonga,2005-2010,10.0,97223.13
TON,Tonga,2005-2010,15.0,97123.17
TON,Tonga,2005-2010,20.0,96934.55
TON,Tonga,2005-2010,25.0,96672.46
TON,Tonga,2005-2010,30.0,96307.7
TON,Tonga,2005-2010,35.0,95838.99
TON,Tonga,2005-2010,40.0,95155.32
TON,Tonga,2005-2010,45.0,94113.83
TON,Tonga,2005-2010,50.0,92475.83
TON,Tonga,2005-2010,55.0,89941.79
TON,Tonga,2005-2010,60.0,86088.25
TON,Tonga,2005-2010,65.0,80359.58
TON,Tonga,2005-2010,70.0,71913.23
TON,Tonga,2005-2010,75.0,60400.23
TON,Tonga,2005-2010,80.0,46304.33
TON,Tonga,2005-2010,85.0,29547.81
LBY,Libya,2005-2010,0.0,100000.0
LBY,Libya,2005-2010,1.0,98470.25
LBY,Libya,2005-2010,5.0,98185.62
LBY,Libya,2005-2010,10.0,98048.75
LBY,Libya,2005-2010,15.0,97937.14
LBY,Libya,2005-2010,20.0,97752.21
LBY,Libya,2005-2010,25.0,97489.49
LBY,Libya,2005-2010,30.0,97166.67
LBY,Libya,2005-2010,35.0,96764.59
LBY,Libya,2005-2010,40.0,96221.83
LBY,Libya,2005-2010,45.0,95434.88
LBY,Libya,2005-2010,50.0,94198.38
LBY,Libya,2005-2010,55.0,92325.35
LBY,Libya,2005-2010,60.0,89472.42
LBY,Libya,2005-2010,65.0,85032.98
LBY,Libya,2005-2010,70.0,77711.38
LBY,Libya,2005-2010,75.0,66126.33
LBY,Libya,2005-2010,80.0,49575.07
LBY,Libya,2005-2010,85.0,29557.77
WSM,Samoa,2005-2010,0.0,100000.0
WSM,Samoa,2005-2010,1.0,97812.01
WSM,Samoa,2005-2010,5.0,97393.69
WSM,Samoa,2005-2010,10.0,97272.1
WSM,Samoa,2005-2010,15.0,97174.51
WSM,Samoa,2005-2010,20.0,96990.49
WSM,Samoa,2005-2010,25.0,96734.78
WSM,Samoa,2005-2010,30.0,96378.52
WSM,Samoa,2005-2010,35.0,95920.25
WSM,Samoa,2005-2010,40.0,95250.62
WSM,Samoa,2005-2010,45.0,94228.33
WSM,Samoa,2005-2010,50.0,92617.51
WSM,Samoa,2005-2010,55.0,90121.66
WSM,Samoa,2005-2010,60.0,86320.44
WSM,Samoa,2005-2010,65.0,80659.5
WSM,Samoa,2005-2010,70.0,72289.37
WSM,Samoa,2005-2010,75.0,60844.88
WSM,Samoa,2005-2010,80.0,46782.97
WSM,Samoa,2005-2010,85.0,29980.29
BRB,Barbados,2005-2010,0.0,100000.0
BRB,Barbados,2005-2010,1.0,98978.58
BRB,Barbados,2005-2010,5.0,98776.14
BRB,Barbados,2005-2010,10.0,98637.21
BRB,Barbados,2005-2010,15.0,98527.98
BRB,Barbados,2005-2010,20.0,98342.23
BRB,Barbados,2005-2010,25.0,98078.45
BRB,Barbados,2005-2010,30.0,97753.44
BRB,Barbados,2005-2010,35.0,97349.65
BRB,Barbados,2005-2010,40.0,96806.34
BRB,Barbados,2005-2010,45.0,96019.49
BRB,Barbados,2005-2010,50.0,94784.42
BRB,Barbados,2005-2010,55.0,92916.86
BRB,Barbados,2005-2010,60.0,90067.19
BRB,Barbados,2005-2010,65.0,85648.42
BRB,Barbados,2005-2010,70.0,78362.87
BRB,Barbados,2005-2010,75.0,66863.37
BRB,Barbados,2005-2010,80.0,50399.04
BRB,Barbados,2005-2010,85.0,30387.48
ROM,Romania,2005-2010,0.0,100000.0
ROM,Romania,2005-2010,1.0,98942.22
ROM,Romania,2005-2010,5.0,98743.46
ROM,Romania,2005-2010,10.0,98622.99
ROM,Romania,2005-2010,15.0,98510.89
ROM,Romania,2005-2010,20.0,98319.89
ROM,Romania,2005-2010,25.0,98153.4
ROM,Romania,2005-2010,30.0,97957.31
ROM,Romania,2005-2010,35.0,97657.45
ROM,Romania,2005-2010,40.0,97173.18
ROM,Romania,2005-2010,45.0,96316.65
ROM,Romania,2005-2010,50.0,94828.99
ROM,Romania,2005-2010,55.0,92613.05
ROM,Romania,2005-2010,60.0,89381.78
ROM,Romania,2005-2010,65.0,84694.89
ROM,Romania,2005-2010,70.0,77656.37
ROM,Romania,2005-2010,75.0,66774.21
ROM,Romania,2005-2010,80.0,50779.56
ROM,Romania,2005-2010,85.0,30634.69
MUS,Mauritius,2005-2010,0.0,100000.0
MUS,Mauritius,2005-2010,1.0,98814.0
MUS,Mauritius,2005-2010,5.0,98630.0
MUS,Mauritius,2005-2010,10.0,98539.0
MUS,Mauritius,2005-2010,15.0,98431.0
MUS,Mauritius,2005-2010,20.0,98237.0
MUS,Mauritius,2005-2010,25.0,97986.0
MUS,Mauritius,2005-2010,30.0,97726.0
MUS,Mauritius,2005-2010,35.0,97344.0
MUS,Mauritius,2005-2010,40.0,96666.0
MUS,Mauritius,2005-2010,45.0,95685.0
MUS,Mauritius,2005-2010,50.0,94237.0
MUS,Mauritius,2005-2010,55.0,91970.0
MUS,Mauritius,2005-2010,60.0,88217.0
MUS,Mauritius,2005-2010,65.0,82405.0
MUS,Mauritius,2005-2010,70.0,74462.0
MUS,Mauritius,2005-2010,75.0,63889.15
MUS,Mauritius,2005-2010,80.0,49061.24
MUS,Mauritius,2005-2010,85.0,30698.56
CHN,China,2005-2010,0.0,100000.0
CHN,China,2005-2010,1.0,97975.56
CHN,China,2005-2010,5.0,97648.88
CHN,China,2005-2010,10.0,97508.07
CHN,China,2005-2010,15.0,97369.81
CHN,China,2005-2010,20.0,97114.47
CHN,China,2005-2010,25.0,96717.18
CHN,China,2005-2010,30.0,96262.91
CHN,China,2005-2010,35.0,95770.42
CHN,China,2005-2010,40.0,95242.04
CHN,China,2005-2010,45.0,94435.91
CHN,China,2005-2010,50.0,93283.86
CHN,China,2005-2010,55.0,91516.93
CHN,China,2005-2010,60.0,88722.36
CHN,China,2005-2010,65.0,84101.57
CHN,China,2005-2010,70.0,76608.66
CHN,China,2005-2010,75.0,64806.22
CHN,China,2005-2010,80.0,49422.35
CHN,China,2005-2010,85.0,30850.57
CPV,Cape Verde,2005-2010,0.0,100000.0
CPV,Cape Verde,2005-2010,1.0,98629.1
CPV,Cape Verde,2005-2010,5.0,98368.21
CPV,Cape Verde,2005-2010,10.0,98240.41
CPV,Cape Verde,2005-2010,15.0,98136.57
CPV,Cape Verde,2005-2010,20.0,97963.91
CPV,Cape Verde,2005-2010,25.0,97718.38
CPV,Cape Verde,2005-2010,30.0,97415.82
CPV,Cape Verde,2005-2010,35.0,97039.85
CPV,Cape Verde,2005-2010,40.0,96533.24
CPV,Cape Verde,2005-2010,45.0,95797.4
CPV,Cape Verde,2005-2010,50.0,94637.11
CPV,Cape Verde,2005-2010,55.0,92877.62
CPV,Cape Verde,2005-2010,60.0,90183.01
CPV,Cape Verde,2005-2010,65.0,85992.64
CPV,Cape Verde,2005-2010,70.0,79022.3
CPV,Cape Verde,2005-2010,75.0,67910.02
CPV,Cape Verde,2005-2010,80.0,51786.44
CPV,Cape Verde,2005-2010,85.0,31864.35
TUN,Tunisia,2005-2010,0.0,100000.0
TUN,Tunisia,2005-2010,1.0,98213.57
TUN,Tunisia,2005-2010,5.0,98052.72
TUN,Tunisia,2005-2010,10.0,97896.87
TUN,Tunisia,2005-2010,15.0,97761.1
TUN,Tunisia,2005-2010,20.0,97598.08
TUN,Tunisia,2005-2010,25.0,97402.29
TUN,Tunisia,2005-2010,30.0,97166.05
TUN,Tunisia,2005-2010,35.0,96857.15
TUN,Tunisia,2005-2010,40.0,96394.65
TUN,Tunisia,2005-2010,45.0,95683.38
TUN,Tunisia,2005-2010,50.0,94629.51
TUN,Tunisia,2005-2010,55.0,92994.55
TUN,Tunisia,2005-2010,60.0,90427.54
TUN,Tunisia,2005-2010,65.0,86281.37
TUN,Tunisia,2005-2010,70.0,79881.07
TUN,Tunisia,2005-2010,75.0,68861.43
TUN,Tunisia,2005-2010,80.0,52406.13
TUN,Tunisia,2005-2010,85.0,32186.13
ABW,Aruba,2005-2010,0.0,100000.0
ABW,Aruba,2005-2010,1.0,98650.37
ABW,Aruba,2005-2010,5.0,98393.61
ABW,Aruba,2005-2010,10.0,98267.77
ABW,Aruba,2005-2010,15.0,98165.55
ABW,Aruba,2005-2010,20.0,97995.53
ABW,Aruba,2005-2010,25.0,97753.69
ABW,Aruba,2005-2010,30.0,97455.7
ABW,Aruba,2005-2010,35.0,97085.42
ABW,Aruba,2005-2010,40.0,96586.43
ABW,Aruba,2005-2010,45.0,95861.34
ABW,Aruba,2005-2010,50.0,94717.02
ABW,Aruba,2005-2010,55.0,92980.95
ABW,Aruba,2005-2010,60.0,90320.07
ABW,Aruba,2005-2010,65.0,86179.69
ABW,Aruba,2005-2010,70.0,79278.2
ABW,Aruba,2005-2010,75.0,68249.77
ABW,Aruba,2005-2010,80.0,52195.16
ABW,Aruba,2005-2010,85.0,32264.68
PYF,French Polynesia,2005-2010,0.0,100000.0
PYF,French Polynesia,2005-2010,1.0,99169.05
PYF,French Polynesia,2005-2010,5.0,99090.33
PYF,French Polynesia,2005-2010,10.0,99042.94
PYF,French Polynesia,2005-2010,15.0,98983.63
PYF,French Polynesia,2005-2010,20.0,98879.53
PYF,French Polynesia,2005-2010,25.0,98727.56
PYF,French Polynesia,2005-2010,30.0,98510.81
PYF,French Polynesia,2005-2010,35.0,98218.67
PYF,French Polynesia,2005-2010,40.0,97769.05
PYF,French Polynesia,2005-2010,45.0,97009.88
PYF,French Polynesia,2005-2010,50.0,95737.81
PYF,French Polynesia,2005-2010,55.0,93660.29
PYF,French Polynesia,2005-2010,60.0,90352.25
PYF,French Polynesia,2005-2010,65.0,85164.23
PYF,French Polynesia,2005-2010,70.0,77086.94
PYF,French Polynesia,2005-2010,75.0,65485.01
PYF,French Polynesia,2005-2010,80.0,50811.49
PYF,French Polynesia,2005-2010,85.0,32534.54
GEO,Georgia,2005-2010,0.0,100000.0
GEO,Georgia,2005-2010,1.0,97986.51
GEO,Georgia,2005-2010,5.0,97712.73
GEO,Georgia,2005-2010,10.0,97614.56
GEO,Georgia,2005-2010,15.0,97538.3
GEO,Georgia,2005-2010,20.0,97378.73
GEO,Georgia,2005-2010,25.0,97173.1
GEO,Georgia,2005-2010,30.0,96920.71
GEO,Georgia,2005-2010,35.0,96599.36
GEO,Georgia,2005-2010,40.0,96168.9
GEO,Georgia,2005-2010,45.0,95548.55
GEO,Georgia,2005-2010,50.0,94607.23
GEO,Georgia,2005-2010,55.0,93171.16
GEO,Georgia,2005-2010,60.0,90788.5
GEO,Georgia,2005-2010,65.0,86611.8
GEO,Georgia,2005-2010,70.0,79611.23
GEO,Georgia,2005-2010,75.0,68362.22
GEO,Georgia,2005-2010,80.0,52238.17
GEO,Georgia,2005-2010,85.0,32771.29
OMN,Oman,2005-2010,0.0,100000.0
OMN,Oman,2005-2010,1.0,99081.35
OMN,Oman,2005-2010,5.0,98900.83
OMN,Oman,2005-2010,10.0,98753.09
OMN,Oman,2005-2010,15.0,98622.82
OMN,Oman,2005-2010,20.0,98452.34
OMN,Oman,2005-2010,25.0,98235.49
